地址,建物型態,訂約日期,樓別/樓高,家具,緯度,經度,備註,租金,總面積(坪),出租型態,房型,租賃期間,屋齡,主要用途
中壢區仁慈路１７８號九樓之２,住宅大樓(11層含以上有電梯),114/02/10,九層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.945348706588298,121.25245380741612,,"8,000",11.66,獨立套房,1房1衛,1140210~1150209,30,住家用
中壢區仁福五街１７號６樓,住宅大樓(11層含以上有電梯),114/02/11,六層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.941010721305283,121.25501951012768,管理費1500由出租人負擔,"11,500",24.86,整戶出租,2房1廳1衛,1140211~1150210,20,住家用
中壢區龍和三街１之５號三樓,住宅大樓(11層含以上有電梯),114/02/10,三層/十七層,冷氣、熱水器、冰箱、傢俱,24.94023427388156,121.24423460086379,管理費每個月2200元整，水費、電費皆由承租人負擔,"20,800",37.32,整戶出租,3房2廳2衛,1140215~1150214,28,住家用
中壢區實踐路２４１號二樓,華廈(10層含以下有電梯),114/02/07,二層/八層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,24.95775783001167,121.23901043900267,,"14,600",37.36,整戶出租,3房1廳2衛,1140317~1150316,24,住家用
中壢區新中北路６１號三樓,華廈(10層含以下有電梯),114/02/07,三層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.957175469545852,121.23619675164656,該房編為3樓之8,"8,000",10.43,分租套房,8房8衛,1140221~1150220,24,住家用
中壢區松智二街１１８號六樓之１,住宅大樓(11層含以上有電梯),114/02/11,六層/十三層,冷氣、熱水器、洗衣機、瓦斯或天然氣、傢俱,24.959367334043737,121.17175833724681,社會住宅  管理費3500  水電費 由承租人負擔,"20,500",55.45,整戶出租,3房2廳2衛,1140301~1150228,9,集合住宅
中壢區新中二街２５號三樓之１０,華廈(10層含以下有電梯),114/02/10,三層/九層,冷氣、熱水器、電視機、冰箱、傢俱,24.958220585142158,121.24316088755158,社會住宅 水電費 管理費500元由承租人負擔,"8,500",10.02,獨立套房,1房1衛,1140215~1150214,18,住家用
中壢區蘭州街１８號,透天厝,114/02/10,全/二層,冷氣、熱水器、洗衣機、電視機、冰箱、網路、傢俱,24.952238818584984,121.22922552610677,多人共同承租2;租金總額含管理費;網路費;,"10,000",4.99,分租套房,4房4衛,1140213~1150228,51,住家用
中壢區建國路５２號,店面（店舖),114/02/10,一層/二層,,24.955107257094625,121.22499225432236,租金總額含稅;,"110,000",31.41,,,1140310~1150309,69,住商用
中壢區環中東路７７２之２號七樓,住宅大樓(11層含以上有電梯),114/02/07,七層/十三層,冷氣、熱水器、傢俱,24.954291920709803,121.24397513312852,管理費800由承租人自付。,"6,000",11.93,獨立套房,1房1衛,1140210~1150209,33,住家用
中壢區興仁路二段９９號五樓之８１,華廈(10層含以下有電梯),114/02/05,五層/十層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.966808351887106,121.26335252257398,,"6,700",9.58,獨立套房,1房1衛,1140207~1150206,19,住家用
中壢區新中北路１５１號三樓之２９,華廈(10層含以下有電梯),114/02/10,三層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.958509036699994,121.23785318029908,出租人負擔管理費500元,"6,500",9.96,獨立套房,1房1衛,1140210~1150209,28,住家用
中壢區龍和二街３７８號４樓,住宅大樓(11層含以上有電梯),114/02/05,四層/十四層,冷氣、熱水器、瓦斯或天然氣,24.94003513399935,121.24455107282056,每個月管理費2166元由承租人負擔,"17,834",38.21,整戶出租,2房2廳1衛,1140205~1150204,4,住宅、住宅（附屬停車空間）、樓梯間
中壢區青峰路一段１３７號八樓,住宅大樓(11層含以上有電梯),114/02/10,八層/十六層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.015705434734393,121.21904871875559,每月管理費3000元由承租人負擔，未計入租金。未租賃車位，建物登記含有車位面積;,"20,000",33.72,整戶出租,2房2廳1衛,1140301~1150228,2,集合住宅
中壢區興仁路二段９９號八樓之７０,華廈(10層含以下有電梯),114/02/07,八層/十層,冷氣、熱水器、電視機、冰箱、傢俱,24.966808351887106,121.26335252257398,,"6,000",9.57,獨立套房,1房1衛,1140301~1150228,19,住家用
中壢區環中東路７７２之１號七樓,住宅大樓(11層含以上有電梯),114/02/07,七層/十三層,冷氣、熱水器、洗衣機、傢俱,24.954291920709803,121.24397513312852,管理費1500由承租人自付。,"11,200",27.32,整戶出租,3房1廳1衛,1140210~1150209,33,住家用
中壢區榮安十五街２８之１號十一樓,住宅大樓(11層含以上有電梯),114/02/07,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.961056873612232,121.2584280533542,,"6,000",8.54,獨立套房,1房1衛,1140310~1150309,29,住家用
中壢區新中二街２５號七樓之６,華廈(10層含以下有電梯),114/02/07,七層/九層,冷氣、熱水器、電視機、冰箱、傢俱,24.958220585142158,121.24316088755158,,"11,000",10.01,獨立套房,1房1廳1衛,1140210~1150209,18,住家用
中壢區中央西路一段１１號五樓之六,住宅大樓(11層含以上有電梯),114/02/10,五層/十二層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.957213846284645,121.22301540290267,,"14,100",11.60,整戶出租,2房1廳1衛,1140215~1150214,43,住家用
中壢區忠孝路３５８號５樓,華廈(10層含以下有電梯),114/02/07,五層/九層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.980727362832774,121.25452685004977,,"15,000",20.91,整戶出租,2房1廳1衛,1140301~1150228,21,住家用
中壢區振興街６號７樓之５,華廈(10層含以下有電梯),114/02/10,七層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95274514388995,121.24021883524523,水費、電費、瓦斯費、網路費及每月管理費853元整由承租人負擔。,"15,000",17.06,獨立套房,1房1衛,1140210~1150209,32,住家用
中壢區中園路二段１３５巷３弄１５號,透天厝,114/02/01,全/二層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.991803031585132,121.23380615385285,租金總額含管理費;水費;網路費;含增建或未登記建物;續租案件;,"9,700",5.45,分租套房,10房10衛,1140201~1150131,36,住家用
中壢區青商路６０號３樓,住宅大樓(11層含以上有電梯),114/02/10,三層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、傢俱,25.005442818498466,121.21727692961782,水費、電費、瓦斯費、網路費及每月管理費2163元整由承租人負擔。,"19,837",42.21,整戶出租,2房2廳1衛,1140305~1150304,11,集合住宅
中壢區松仁路２１７號１０樓,住宅大樓(11層含以上有電梯),114/02/07,十層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、傢俱,24.96168339620471,121.16755244537853,水費、電費、瓦斯費、網路費及每月管理費+停車位管理費2340元整由承租人負擔。,"19,660",43.06,整戶出租,2房1廳1衛,1140223~1150222,4,集合住宅
中壢區振興街１４０號２樓之１３,華廈(10層含以下有電梯),114/02/06,二層/七層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.953780551649228,121.24198359901143,水費、電費、瓦斯費、網路費及每月管理費500元整由承租人負擔。,"6,000",8.42,獨立套房,1房1衛,1140208~1150207,36,住家用
中壢區青商路６１號十二樓,住宅大樓(11層含以上有電梯),114/02/05,十二層/十九層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,25.005858710337485,121.21687146191051,"管理費另計3000元
機車位另計0元","23,000",33.77,整戶出租,2房1廳2衛,1140215~1150214,1,集合住宅
中壢區中山東路三段３１１號二樓,華廈(10層含以下有電梯),114/02/05,二層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.941295690559272,121.25201975645369,社會住宅,"21,900",57.07,整戶出租,3房1廳2衛,1140225~1150224,17,住家用
中壢區環中東路４８號９樓,住宅大樓(11層含以上有電梯),114/02/07,九層/十四層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.966481390652568,121.25931094419235,水費、電費、瓦斯費、網路費及每月管理費1200元整由承租人負擔。,"21,000",54.41,整戶出租,3房2廳2衛,1140210~1150209,22,住家用
中壢區春德路２８７號二樓,住宅大樓(11層含以上有電梯),114/02/06,二層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.01395621676073,121.21123815070807,租金總額含管理費;,"17,000",20.16,獨立套房,1房1衛,1140209~1140419,5,集合住宅
中壢區春德路２８７號二樓,住宅大樓(11層含以上有電梯),114/02/06,二層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.01395621676073,121.21123815070807,租金總額含管理費;,"17,000",20.16,獨立套房,1房1衛,1140209~1140419,5,集合住宅
中壢區西園路７２巷１９之２號,公寓(5樓含以下無電梯),114/02/05,三層/四層,熱水器、冰箱、瓦斯或天然氣、傢俱,24.97537147349721,121.2337750842901,,"13,000",22.64,整戶出租,3房1廳1衛,1140220~1150219,43,住家用
中壢區延平路２４３號七樓之１,住宅大樓(11層含以上有電梯),114/02/07,七層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.961342368467523,121.22730125261465,社會住宅，管理費1000元由承租人負擔。,"10,000",10.91,獨立套房,1房1衛,1140220~1150219,25,住家用
中壢區華勛街３０２巷７號,透天厝,114/02/06,全/二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.947611367954835,121.25972694026608,社會住宅,"12,000",19.66,整戶出租,2房1廳1衛,1140316~1150315,48,住家用
中壢區榮安十三街１９３巷１３號七樓,華廈(10層含以下有電梯),114/02/11,七層/十層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.962117781107366,121.2609755388305,社會住宅,"15,000",25.94,整戶出租,2房1廳1衛,1140215~1150214,21,住家用
中壢區百韜一街２１號四樓之４,華廈(10層含以下有電梯),114/02/10,四層/六層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.944773614023934,121.22838980932451,"水電費由承租人負擔
管理費  300元 由出租人負擔","6,200",7.99,獨立套房,1房1衛,1140214~1150213,30,住家用
中壢區溪洲街２４１號,公寓(5樓含以下無電梯),114/02/12,一層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.96103231917506,121.22932103873585,社會住宅 水電費 瓦斯費由承租人負擔續租案件;,"15,000",26.25,整戶出租,3房2廳2衛,1140401~1150331,45,住家用
中壢區松義路６０號３樓,住宅大樓(11層含以上有電梯),114/02/10,三層/十八層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.95931062282773,121.16603398419879,水費、電費、瓦斯費、網路費及每月管理費4000元整由承租人負擔。,"26,000",57.44,整戶出租,3房2廳3衛,1140216~1150215,9,集合住宅
中壢區新中北路４０６之１號三樓,華廈(10層含以下有電梯),114/02/10,三層/七層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.958608115858862,121.2435874994195,管理費1000由承租人自付。續租案件;,"14,000",27.89,整戶出租,3房2廳1衛,1140301~1150131,30,住家用
中壢區合浦街７２號二樓,華廈(10層含以下有電梯),114/02/12,二層/六層,冷氣、熱水器、瓦斯或天然氣,24.948758848885966,121.23182349990286,"此為（桃園市∕國家住宅及都市更新中心）社會住宅包租代管計畫之物件，評定市價租金為__20001______元，因選擇（包租）方案須打___8___折且簽約租金無條件捨去至百分位，實際租賃契約金額___16000_____元。」
每個月管理費500元由承租人負擔續租案件;","16,000",32.24,整戶出租,3房2廳2衛,1140401~1150331,31,住家用
中壢區遠揚街６３巷５號２樓,公寓(5樓含以下無電梯),114/02/10,二層/四層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.97271184938769,121.26393955707182,,"12,000",29.24,整戶出租,3房2廳1衛,1140301~1150228,43,住家用
中壢區利民路２號,透天厝,114/02/10,全/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.952072327276422,121.23752391885577,租金總額含管理費;水費;網路費;續租案件;,"8,000",5.90,分租套房,32房32衛,1140226~1140825,34,商業用
中壢區同慶路２３３號十二樓,住宅大樓(11層含以上有電梯),114/02/12,十二層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.941010721305283,121.25501951012768,管理費1500元 瓦斯費 水電費 由承租人負擔,"17,500",35.20,整戶出租,3房2廳2衛,1140306~1150305,20,住家用
中壢區新興路２３０巷５８號五樓,住宅大樓(11層含以上有電梯),114/02/12,五層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95342315413722,121.22816808757939,每月管理費1000元由承租人負擔，未計入租金。,"12,000",15.55,獨立套房,1房1衛,1140215~1150214,13,集合住宅
中壢區永清街一段２１７號,透天厝,114/02/12,全/四層,冷氣、熱水器,24.991390011545896,121.22649464577594,,"25,000",64.88,整戶出租,5房1廳5衛,1140217~1150216,5,集合住宅、集合住宅（附屬停車空間）、梯間
中壢區龍昌路１３３號２樓,華廈(10層含以下有電梯),114/02/07,二層/五層,冷氣、熱水器、瓦斯或天然氣,24.939475532469487,121.24989703244349,,"15,000",30.03,整戶出租,3房2廳2衛,1140321~1150305,30,住家用
中壢區執信一街１７３之２０號四樓,華廈(10層含以下有電梯),114/02/10,四層/九層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.944640163478592,121.22709234981414,管理費、水電費、瓦斯費由承租人負擔,"9,000",11.15,獨立套房,1房1衛,1140215~1150214,26,住家用
中壢區興仁路二段９９號３樓之８８,華廈(10層含以下有電梯),114/02/10,三層/十層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.966808351887106,121.26335252257398,,"6,800",9.81,獨立套房,1房1衛,1140210~1150209,19,住家用
中壢區福壽八街７號７樓,華廈(10層含以下有電梯),114/02/13,七層/七層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,24.96618889412983,121.2342430349588,續租案件;,"18,300",30.46,整戶出租,3房1廳1衛,1140315~1150214,31,住家用
中壢區興仁路二段９９號５樓之７８,華廈(10層含以下有電梯),114/02/10,五層/十層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.966808351887106,121.26335252257398,,"6,800",9.57,獨立套房,1房1衛,1140213~1150212,19,住家用
